GENE,TYPE,
gene:plasmid:131668,PLASMID,
gene:plasmid:131692,PLASMID,
gene:plasmid:131710,PLASMID,
gene:plasmid:131723,PLASMID,
gene:plasmid:131727,PLASMID,
gene:plasmid:131730,PLASMID,
gene:plasmid:131740,PLASMID,
gene:plasmid:131743,PLASMID,
gene:plasmid:13176,PLASMID,
gene:plasmid:13177,PLASMID,
gene:plasmid:13178,PLASMID,
gene:plasmid:13179,PLASMID,
gene:plasmid:13180,PLASMID,
gene:plasmid:13181,PLASMID,
gene:plasmid:13182,PLASMID,
gene:plasmid:13183,PLASMID,
gene:plasmid:13184,PLASMID,
gene:plasmid:13185,PLASMID,
gene:plasmid:131858,PLASMID,
gene:plasmid:13186,PLASMID,
gene:plasmid:131861,PLASMID,
gene:plasmid:131863,PLASMID,
gene:plasmid:131867,PLASMID,
gene:plasmid:13187,PLASMID,
gene:plasmid:13188,PLASMID,
gene:plasmid:13189,PLASMID,
gene:plasmid:13190,PLASMID,
gene:plasmid:13191,PLASMID,
gene:plasmid:13192,PLASMID,
gene:plasmid:13193,PLASMID,
gene:plasmid:13194,PLASMID,
gene:plasmid:13195,PLASMID,
gene:plasmid:131951,PLASMID,
gene:plasmid:13196,PLASMID,
gene:plasmid:131967,PLASMID,
gene:plasmid:131968,PLASMID,
gene:plasmid:13197,PLASMID,
gene:plasmid:13198,PLASMID,
gene:plasmid:13199,PLASMID,
gene:plasmid:13200,PLASMID,
gene:plasmid:13201,PLASMID,
gene:plasmid:132016,PLASMID,
gene:plasmid:132017,PLASMID,
gene:plasmid:132019,PLASMID,
gene:plasmid:13202,PLASMID,
gene:plasmid:132023,PLASMID,
gene:plasmid:132026,PLASMID,
gene:plasmid:13203,PLASMID,
gene:plasmid:13204,PLASMID,
gene:plasmid:132042,PLASMID,
gene:plasmid:13205,PLASMID,
gene:plasmid:13206,PLASMID,
gene:plasmid:132066,PLASMID,
gene:plasmid:13207,PLASMID,
gene:plasmid:13208,PLASMID,
gene:plasmid:13209,PLASMID,
gene:plasmid:13210,PLASMID,
gene:plasmid:13211,PLASMID,
gene:plasmid:13212,PLASMID,
gene:plasmid:132124,PLASMID,
gene:plasmid:132129,PLASMID,
gene:plasmid:13213,PLASMID,
gene:plasmid:132130,PLASMID,
gene:plasmid:132131,PLASMID,
gene:plasmid:132132,IS,
gene:plasmid:132136,PLASMID,
gene:plasmid:132138,PLASMID,
gene:plasmid:132139,PLASMID,
gene:plasmid:13214,PLASMID,
gene:plasmid:132147,PLASMID,
gene:plasmid:132148,PLASMID,
gene:plasmid:13215,PLASMID,
gene:plasmid:132150,PLASMID,
gene:plasmid:132152,PLASMID,
gene:plasmid:132156,PLASMID,
gene:plasmid:132157,PLASMID,
gene:plasmid:132161,PLASMID,
gene:plasmid:132163,IS,
gene:plasmid:132170,PLASMID,
gene:plasmid:132171,IS,
gene:plasmid:132172,PLASMID,
gene:plasmid:132174,PLASMID,
gene:plasmid:132176,PLASMID,
gene:plasmid:132178,IS,
gene:plasmid:132179,PLASMID,
gene:plasmid:132181,PLASMID,
gene:plasmid:132184,PLASMID,
gene:plasmid:132185,PLASMID,
gene:plasmid:132187,PLASMID,
gene:plasmid:132188,PLASMID,
gene:plasmid:132190,PLASMID,
gene:plasmid:132193,PLASMID,
gene:plasmid:132202,PLASMID,
gene:plasmid:132205,PLASMID,
gene:plasmid:132206,PLASMID,
gene:plasmid:132209,PLASMID,
gene:plasmid:132217,PLASMID,
gene:plasmid:132231,PLASMID,
gene:plasmid:13224,PLASMID,
gene:plasmid:13226,PLASMID,
gene:plasmid:132301,PLASMID,
gene:plasmid:132327,PLASMID,
gene:plasmid:13233,PLASMID,
gene:plasmid:132337,PLASMID,
gene:plasmid:13234,PLASMID,
gene:plasmid:13235,PLASMID,
gene:plasmid:13238,PLASMID,
gene:plasmid:13239,PLASMID,
gene:plasmid:13241,PLASMID,
gene:plasmid:13242,PLASMID,
gene:plasmid:13243,IS,
gene:plasmid:132430,IS,
gene:plasmid:13244,PLASMID,
gene:plasmid:132446,PLASMID,
gene:plasmid:132449,TE,
gene:plasmid:13245,PLASMID,
gene:plasmid:13249,PLASMID,
gene:plasmid:13250,PLASMID,
gene:plasmid:13251,PLASMID,
gene:plasmid:13252,PLASMID,
gene:plasmid:13253,PLASMID,
gene:plasmid:13254,PLASMID,
gene:plasmid:13255,PLASMID,
gene:plasmid:13257,PLASMID,
gene:plasmid:132970,PLASMID,
gene:plasmid:132971,PLASMID,
gene:plasmid:132972,PLASMID,
gene:plasmid:132974,PLASMID,
gene:plasmid:132979,PLASMID,
gene:plasmid:132980,PLASMID,
gene:plasmid:132981,PLASMID,
gene:plasmid:132982,PLASMID,
gene:plasmid:132983,PLASMID,
gene:plasmid:132984,PLASMID,
gene:plasmid:132985,PLASMID,
gene:plasmid:132986,PLASMID,
gene:plasmid:132987,PLASMID,
gene:plasmid:132990,PLASMID,
gene:plasmid:132991,PLASMID,
gene:plasmid:132992,PLASMID,
gene:plasmid:132993,PLASMID,
gene:plasmid:132994,PLASMID,
gene:plasmid:133002,PLASMID,
gene:plasmid:133003,PLASMID,
gene:plasmid:133006,PLASMID,
gene:plasmid:133007,PLASMID,
gene:plasmid:133009,PLASMID,
gene:plasmid:133013,PLASMID,
gene:plasmid:133015,PLASMID,
gene:plasmid:133018,PLASMID,
gene:plasmid:133019,PLASMID,
gene:plasmid:133020,PLASMID,
gene:plasmid:133023,PLASMID,
gene:plasmid:133028,PLASMID,
gene:plasmid:133029,PLASMID,
gene:plasmid:133034,PLASMID,
gene:plasmid:133037,PLASMID,
gene:plasmid:133047,PLASMID,
gene:plasmid:133066,PLASMID,
gene:plasmid:133070,PLASMID,
gene:plasmid:133072,TE,
gene:plasmid:133075,IS,
gene:plasmid:133076,PLASMID,
gene:plasmid:133078,PLASMID,
gene:plasmid:133081,PLASMID,
gene:plasmid:133084,PLASMID,
gene:plasmid:133089,PLASMID,
gene:plasmid:133090,PLASMID,
gene:plasmid:133097,PLASMID,
gene:plasmid:133109,IS,
gene:plasmid:133110,IS,
gene:plasmid:133119,IS,
gene:plasmid:133120,PLASMID,
gene:plasmid:133137,PLASMID,
gene:plasmid:133144,PLASMID,
gene:plasmid:133164,PLASMID,
gene:plasmid:133165,PLASMID,
gene:plasmid:133168,PLASMID,
gene:plasmid:133171,PLASMID,
gene:plasmid:133174,IS,
gene:plasmid:133180,IS,
gene:plasmid:133181,PLASMID,
gene:plasmid:133187,PLASMID,
gene:plasmid:133191,PLASMID,
gene:plasmid:133194,IS,
gene:plasmid:133198,PLASMID,
gene:plasmid:133201,PLASMID,
gene:plasmid:133209,AMR,
gene:plasmid:133212,ICE,
gene:plasmid:133213,ICE,
gene:plasmid:133215,ICE,
gene:plasmid:133217,ICE,
gene:plasmid:133218,ICE,
gene:plasmid:133219,ICE,
gene:plasmid:133221,ICE,
gene:plasmid:133223,ICE,
gene:plasmid:133225,ICE,
gene:plasmid:133227,ICE,
gene:plasmid:133242,PLASMID,
gene:plasmid:133289,PLASMID,
gene:plasmid:133290,PLASMID,
gene:plasmid:133291,PLASMID,
gene:plasmid:133294,PLASMID,
gene:plasmid:133300,PLASMID,
gene:plasmid:133301,PLASMID,
gene:plasmid:133302,PLASMID,
gene:plasmid:133305,PLASMID,
gene:plasmid:133306,PLASMID,
gene:plasmid:133307,PLASMID,
gene:plasmid:133316,PLASMID,
gene:plasmid:133317,PLASMID,
gene:plasmid:133318,PLASMID,
gene:plasmid:133341,PLASMID,
gene:plasmid:133365,PLASMID,
gene:plasmid:133367,PLASMID,
gene:plasmid:133368,PLASMID,
gene:plasmid:133369,PLASMID,
gene:plasmid:133371,PLASMID,
gene:plasmid:133373,PLASMID,
gene:plasmid:133374,PLASMID,
gene:plasmid:133378,PLASMID,
gene:plasmid:133381,PLASMID,
gene:plasmid:133383,PLASMID,
gene:plasmid:133384,PLASMID,
gene:plasmid:133385,PLASMID,
gene:plasmid:133389,PLASMID,
gene:plasmid:133392,PLASMID,
gene:plasmid:133396,PLASMID,
gene:plasmid:133399,PLASMID,
gene:plasmid:133402,PLASMID,
gene:plasmid:13342,PLASMID,
gene:plasmid:133451,PLASMID,
gene:plasmid:133479,AMR,
gene:plasmid:133480,AMR,
gene:plasmid:133484,PLASMID,
gene:plasmid:133485,PLASMID,
gene:plasmid:133486,PLASMID,
gene:plasmid:133487,PLASMID,
gene:plasmid:133489,PLASMID,
gene:plasmid:133490,PLASMID,
gene:plasmid:133491,PLASMID,
gene:plasmid:133492,PLASMID,
gene:plasmid:133493,PLASMID,
gene:plasmid:133494,PLASMID,
gene:plasmid:133495,PLASMID,
gene:plasmid:133497,PLASMID,
gene:plasmid:133498,PLASMID,
gene:plasmid:133499,PLASMID,
gene:plasmid:133500,PLASMID,
gene:plasmid:133501,PLASMID,
gene:plasmid:133502,PLASMID,
gene:plasmid:133503,PLASMID,
gene:plasmid:133506,PLASMID,
gene:plasmid:133507,PLASMID,
gene:plasmid:133508,PLASMID,
gene:plasmid:133509,PLASMID,
gene:plasmid:133510,PLASMID,
gene:plasmid:133511,PLASMID,
gene:plasmid:133512,PLASMID,
gene:plasmid:133513,PLASMID,
gene:plasmid:133514,PLASMID,
gene:plasmid:133519,PLASMID,
gene:plasmid:133522,PLASMID,
gene:plasmid:133525,PLASMID,
gene:plasmid:133526,PLASMID,
gene:plasmid:133527,PLASMID,
gene:plasmid:133531,PLASMID,
gene:plasmid:133532,PLASMID,
gene:plasmid:133537,PLASMID,
gene:plasmid:133538,PLASMID,
gene:plasmid:133544,PLASMID,
gene:plasmid:133548,PLASMID,
gene:plasmid:133549,PLASMID,
gene:plasmid:133550,PLASMID,
gene:plasmid:133554,PLASMID,
gene:plasmid:133555,PLASMID,
gene:plasmid:133558,TE,
gene:plasmid:133559,PLASMID,
gene:plasmid:133563,PLASMID,
gene:plasmid:133564,PLASMID,
gene:plasmid:133565,PLASMID,
gene:plasmid:133566,PLASMID,
gene:plasmid:133567,PLASMID,
gene:plasmid:133569,PLASMID,
gene:plasmid:133577,PLASMID,
gene:plasmid:133578,PLASMID,
gene:plasmid:133580,PLASMID,
gene:plasmid:133583,PLASMID,
gene:plasmid:133584,PLASMID,
gene:plasmid:133586,PLASMID,
gene:plasmid:133591,PLASMID,
gene:plasmid:133592,PLASMID,
gene:plasmid:133593,PLASMID,
gene:plasmid:133595,PLASMID,
gene:plasmid:133597,PLASMID,
gene:plasmid:133598,PLASMID,
gene:plasmid:133599,PLASMID,
gene:plasmid:133600,PLASMID,
gene:plasmid:133601,PLASMID,
gene:plasmid:133602,PLASMID,
gene:plasmid:133603,PLASMID,
gene:plasmid:133605,PLASMID,
gene:plasmid:133606,PLASMID,
gene:plasmid:133607,PLASMID,
gene:plasmid:133610,PLASMID,
gene:plasmid:133614,PLASMID,
gene:plasmid:133616,PLASMID,
gene:plasmid:133617,PLASMID,
gene:plasmid:133618,PLASMID,
gene:plasmid:133626,PLASMID,
gene:plasmid:133629,PLASMID,
gene:plasmid:133631,PLASMID,
gene:plasmid:133632,PLASMID,
gene:plasmid:133637,PLASMID,
gene:plasmid:133640,PLASMID,
gene:plasmid:133643,PLASMID,
gene:plasmid:133648,PLASMID,
gene:plasmid:133653,TE,
gene:plasmid:133655,PLASMID,
gene:plasmid:133664,PLASMID,
gene:plasmid:133665,PLASMID,
gene:plasmid:133666,PLASMID,
gene:plasmid:133667,PLASMID,
gene:plasmid:133668,PLASMID,
gene:plasmid:133672,PLASMID,
gene:plasmid:133674,PLASMID,
gene:plasmid:133675,PLASMID,
gene:plasmid:133676,PLASMID,
gene:plasmid:133677,PLASMID,
gene:plasmid:133679,PLASMID,
gene:plasmid:133681,PLASMID,
gene:plasmid:133683,PLASMID,
gene:plasmid:133685,PLASMID,
gene:plasmid:133687,PLASMID,
gene:plasmid:133689,PLASMID,
gene:plasmid:133690,PLASMID,
gene:plasmid:133691,PLASMID,
gene:plasmid:133692,PLASMID,
gene:plasmid:133694,PLASMID,
gene:plasmid:133695,PLASMID,
gene:plasmid:133696,PLASMID,
gene:plasmid:133698,PLASMID,
gene:plasmid:133699,PLASMID,
gene:plasmid:133700,PLASMID,
gene:plasmid:133701,PLASMID,
gene:plasmid:133702,PLASMID,
gene:plasmid:133707,PLASMID,
gene:plasmid:133709,PLASMID,
gene:plasmid:133710,PLASMID,
gene:plasmid:133711,PLASMID,
gene:plasmid:133712,PLASMID,
gene:plasmid:133713,PLASMID,
gene:plasmid:133715,PLASMID,
gene:plasmid:133717,PLASMID,
gene:plasmid:133718,PLASMID,
gene:plasmid:133719,PLASMID,
gene:plasmid:133720,PLASMID,
gene:plasmid:133722,PLASMID,
gene:plasmid:133723,PLASMID,
gene:plasmid:133724,PLASMID,
gene:plasmid:133725,PLASMID,
gene:plasmid:133726,PLASMID,
gene:plasmid:133727,PLASMID,
gene:plasmid:133728,PLASMID,
gene:plasmid:133729,PLASMID,
gene:plasmid:133730,PLASMID,
gene:plasmid:133731,PLASMID,
gene:plasmid:133734,PLASMID,
gene:plasmid:133735,PLASMID,
gene:plasmid:133736,PLASMID,
gene:plasmid:133746,PLASMID,
gene:plasmid:133786,PLASMID,
gene:plasmid:133788,PLASMID,
gene:plasmid:133795,PLASMID,
gene:plasmid:133807,PLASMID,
gene:plasmid:133809,PLASMID,
gene:plasmid:133812,PLASMID,
gene:plasmid:133815,PLASMID,
gene:plasmid:133829,PLASMID,
gene:plasmid:133830,PLASMID,
gene:plasmid:133835,PLASMID,
gene:plasmid:133836,PLASMID,
gene:plasmid:133839,PLASMID,
gene:plasmid:133842,PLASMID,
gene:plasmid:133843,PLASMID,
gene:plasmid:133849,PLASMID,
gene:plasmid:133850,PLASMID,
gene:plasmid:133863,PLASMID,
gene:plasmid:133867,PLASMID,
gene:plasmid:133872,PLASMID,
gene:plasmid:133873,PLASMID,
gene:plasmid:133876,PLASMID,
gene:plasmid:133879,PLASMID,
gene:plasmid:133880,PLASMID,
gene:plasmid:133882,PLASMID,
gene:plasmid:133883,PLASMID,
gene:plasmid:133884,PLASMID,
gene:plasmid:133885,PLASMID,
gene:plasmid:133887,PLASMID,
gene:plasmid:133890,PLASMID,
gene:plasmid:133892,PLASMID,
gene:plasmid:133893,PLASMID,
gene:plasmid:133900,PLASMID,
gene:plasmid:133911,PLASMID,
gene:plasmid:133912,PLASMID,
gene:plasmid:133913,PLASMID,
gene:plasmid:133914,PLASMID,
gene:plasmid:133915,PLASMID,
gene:plasmid:133925,VIRUS,
gene:plasmid:133926,PLASMID,
gene:plasmid:133933,PLASMID,
gene:plasmid:133934,PLASMID,
gene:plasmid:133935,PLASMID,
gene:plasmid:133941,PLASMID,
gene:plasmid:133942,PLASMID,
gene:plasmid:133943,PLASMID,
gene:plasmid:133944,PLASMID,
gene:plasmid:133945,PLASMID,
gene:plasmid:133946,PLASMID,
gene:plasmid:133947,PLASMID,
gene:plasmid:133948,PLASMID,
gene:plasmid:133951,PLASMID,
gene:plasmid:133953,PLASMID,
gene:plasmid:133954,PLASMID,
gene:plasmid:133955,PLASMID,
gene:plasmid:133958,PLASMID,
gene:plasmid:133959,PLASMID,
gene:plasmid:133960,PLASMID,
gene:plasmid:133961,PLASMID,
gene:plasmid:133962,PLASMID,
gene:plasmid:133963,PLASMID,
gene:plasmid:133964,PLASMID,
gene:plasmid:133965,PLASMID,
gene:plasmid:133967,PLASMID,
gene:plasmid:133968,PLASMID,
gene:plasmid:133970,PLASMID,
gene:plasmid:133971,PLASMID,
gene:plasmid:133973,PLASMID,
gene:plasmid:133974,PLASMID,
gene:plasmid:133975,PLASMID,
gene:plasmid:133976,PLASMID,
gene:plasmid:133977,PLASMID,
gene:plasmid:133978,PLASMID,
gene:plasmid:133981,PLASMID,
gene:plasmid:133983,PLASMID,
gene:plasmid:133990,PLASMID,
gene:plasmid:133992,PLASMID,
gene:plasmid:133996,PLASMID,
gene:plasmid:133999,PLASMID,
gene:plasmid:134001,PLASMID,
gene:plasmid:134006,PLASMID,
gene:plasmid:134016,PLASMID,
gene:plasmid:134017,PLASMID,
gene:plasmid:134018,PLASMID,
gene:plasmid:134020,PLASMID,
gene:plasmid:134021,PLASMID,
gene:plasmid:134022,PLASMID,
gene:plasmid:134024,PLASMID,
gene:plasmid:134027,PLASMID,
gene:plasmid:134030,PLASMID,
gene:plasmid:134031,PLASMID,
gene:plasmid:134032,PLASMID,
gene:plasmid:134033,PLASMID,
gene:plasmid:134037,PLASMID,
gene:plasmid:134038,PLASMID,
gene:plasmid:134040,PLASMID,
gene:plasmid:134041,PLASMID,
gene:plasmid:134044,PLASMID,
gene:plasmid:134045,PLASMID,
gene:plasmid:134047,PLASMID,
gene:plasmid:134053,PLASMID,
gene:plasmid:134055,PLASMID,
gene:plasmid:134056,PLASMID,
gene:plasmid:134058,PLASMID,
gene:plasmid:134059,PLASMID,
gene:plasmid:134060,PLASMID,
gene:plasmid:134061,PLASMID,
gene:plasmid:134062,PLASMID,
gene:plasmid:134064,PLASMID,
gene:plasmid:134065,PLASMID,
gene:plasmid:134066,PLASMID,
gene:plasmid:134067,PLASMID,
gene:plasmid:134068,PLASMID,
gene:plasmid:134069,PLASMID,
gene:plasmid:134070,PLASMID,
gene:plasmid:134071,PLASMID,
gene:plasmid:134072,PLASMID,
gene:plasmid:134073,PLASMID,
gene:plasmid:134075,PLASMID,
gene:plasmid:134076,PLASMID,
gene:plasmid:134079,PLASMID,
gene:plasmid:134080,PLASMID,
gene:plasmid:134081,PLASMID,
gene:plasmid:134082,PLASMID,
gene:plasmid:134083,PLASMID,
gene:plasmid:134084,PLASMID,
gene:plasmid:134086,PLASMID,
gene:plasmid:134087,PLASMID,
gene:plasmid:134088,PLASMID,
gene:plasmid:134089,PLASMID,
gene:plasmid:134092,PLASMID,
gene:plasmid:134093,PLASMID,
gene:plasmid:134094,PLASMID,
gene:plasmid:134096,PLASMID,
gene:plasmid:134097,PLASMID,
gene:plasmid:134098,PLASMID,
gene:plasmid:134099,PLASMID,
gene:plasmid:134100,PLASMID,
gene:plasmid:134101,PLASMID,
gene:plasmid:134102,PLASMID,
gene:plasmid:134103,PLASMID,
gene:plasmid:134104,PLASMID,
gene:plasmid:134105,PLASMID,
gene:plasmid:134106,PLASMID,
gene:plasmid:134107,PLASMID,
gene:plasmid:134108,PLASMID,
gene:plasmid:134109,PLASMID,
gene:plasmid:134110,PLASMID,
gene:plasmid:134112,PLASMID,
gene:plasmid:134113,PLASMID,
gene:plasmid:134116,PLASMID,
gene:plasmid:134117,PLASMID,
gene:plasmid:134118,PLASMID,
gene:plasmid:134119,PLASMID,
gene:plasmid:134120,PLASMID,
gene:plasmid:134123,PLASMID,
gene:plasmid:134124,PLASMID,
gene:plasmid:134125,PLASMID,
gene:plasmid:134130,PLASMID,
gene:plasmid:134131,PLASMID,
gene:plasmid:134133,PLASMID,
gene:plasmid:134135,PLASMID,
gene:plasmid:134136,PLASMID,
gene:plasmid:134139,PLASMID,
gene:plasmid:134140,PLASMID,
gene:plasmid:134141,PLASMID,
gene:plasmid:134142,PLASMID,
gene:plasmid:134143,PLASMID,
gene:plasmid:134144,PLASMID,
gene:plasmid:134145,PLASMID,
gene:plasmid:134150,PLASMID,
gene:plasmid:134151,PLASMID,
gene:plasmid:134152,PLASMID,
gene:plasmid:134154,PLASMID,
gene:plasmid:134156,PLASMID,
gene:plasmid:134158,PLASMID,
gene:plasmid:134159,PLASMID,
gene:plasmid:134161,PLASMID,
gene:plasmid:134162,PLASMID,
gene:plasmid:134169,PLASMID,
gene:plasmid:134170,PLASMID,
gene:plasmid:134171,PLASMID,
gene:plasmid:134172,PLASMID,
gene:plasmid:134175,PLASMID,
gene:plasmid:134176,PLASMID,
gene:plasmid:134178,PLASMID,
gene:plasmid:134183,PLASMID,
gene:plasmid:134186,PLASMID,
gene:plasmid:134202,PLASMID,
gene:plasmid:134205,PLASMID,
gene:plasmid:134208,PLASMID,
gene:plasmid:134213,PLASMID,
gene:plasmid:134214,PLASMID,
gene:plasmid:134220,PLASMID,
gene:plasmid:134223,PLASMID,
gene:plasmid:134224,PLASMID,
gene:plasmid:134225,PLASMID,
gene:plasmid:134228,PLASMID,
gene:plasmid:134230,PLASMID,
gene:plasmid:134233,PLASMID,
gene:plasmid:134238,PLASMID,
gene:plasmid:134241,PLASMID,
gene:plasmid:134287,PLASMID,
gene:plasmid:134317,TE,
gene:plasmid:134354,PLASMID,
gene:plasmid:134355,PLASMID,
gene:plasmid:134356,PLASMID,
gene:plasmid:134357,PLASMID,
gene:plasmid:134358,PLASMID,
gene:plasmid:134359,PLASMID,
gene:plasmid:134360,PLASMID,
gene:plasmid:134361,PLASMID,
gene:plasmid:134362,PLASMID,
gene:plasmid:134363,PLASMID,
gene:plasmid:134364,PLASMID,
gene:plasmid:134408,PLASMID,
gene:plasmid:134421,PLASMID,
gene:plasmid:134426,PLASMID,
gene:plasmid:134438,PLASMID,
gene:plasmid:134439,PLASMID,
gene:plasmid:134452,PLASMID,
gene:plasmid:134453,PLASMID,
gene:plasmid:134454,PLASMID,
gene:plasmid:134456,PLASMID,
gene:plasmid:134459,PLASMID,
gene:plasmid:134467,PLASMID,
gene:plasmid:134485,PLASMID,
gene:plasmid:134488,PLASMID,
gene:plasmid:134497,PLASMID,
gene:plasmid:134499,PLASMID,
gene:plasmid:134501,PLASMID,
gene:plasmid:134504,PLASMID,
gene:plasmid:134521,PLASMID,
gene:plasmid:134526,PLASMID,
gene:plasmid:134529,PLASMID,
gene:plasmid:134533,PLASMID,
gene:plasmid:134537,PLASMID,
gene:plasmid:134540,PLASMID,
gene:plasmid:134541,PLASMID,
gene:plasmid:134542,PLASMID,
gene:plasmid:134543,PLASMID,
gene:plasmid:134545,PLASMID,
gene:plasmid:134546,PLASMID,
gene:plasmid:134549,PLASMID,
gene:plasmid:134552,PLASMID,
gene:plasmid:134554,PLASMID,
gene:plasmid:134555,PLASMID,
gene:plasmid:134556,PLASMID,
gene:plasmid:134557,PLASMID,
gene:plasmid:134558,PLASMID,
gene:plasmid:134559,PLASMID,
gene:plasmid:134561,PLASMID,
gene:plasmid:134567,PLASMID,
gene:plasmid:134570,PLASMID,
gene:plasmid:134574,PLASMID,
gene:plasmid:134593,PLASMID,
gene:plasmid:134604,PLASMID,
gene:plasmid:134607,PLASMID,
gene:plasmid:134614,PLASMID,
gene:plasmid:134623,PLASMID,
gene:plasmid:134624,PLASMID,
gene:plasmid:134629,PLASMID,
gene:plasmid:134630,PLASMID,
gene:plasmid:134631,PLASMID,
gene:plasmid:134633,PLASMID,
gene:plasmid:134636,PLASMID,
gene:plasmid:134639,PLASMID,
gene:plasmid:134642,PLASMID,
gene:plasmid:134646,PLASMID,
gene:plasmid:134649,PLASMID,
gene:plasmid:134653,PLASMID,
gene:plasmid:134659,PLASMID,
gene:plasmid:13466,PLASMID,
gene:plasmid:134670,PLASMID,
gene:plasmid:134674,PLASMID,
gene:plasmid:134714,PLASMID,
gene:plasmid:134726,PLASMID,
gene:plasmid:134728,PLASMID,
gene:plasmid:134729,PLASMID,
gene:plasmid:134730,PLASMID,
gene:plasmid:134731,PLASMID,
gene:plasmid:134734,PLASMID,
gene:plasmid:134761,PLASMID,
gene:plasmid:134762,PLASMID,
gene:plasmid:134763,PLASMID,
gene:plasmid:134764,PLASMID,
gene:plasmid:134765,PLASMID,
gene:plasmid:134766,PLASMID,
gene:plasmid:134767,PLASMID,
gene:plasmid:134770,PLASMID,
gene:plasmid:134771,PLASMID,
gene:plasmid:134783,PLASMID,
gene:plasmid:134784,PLASMID,
gene:plasmid:134786,PLASMID,
gene:plasmid:134798,PLASMID,
gene:plasmid:134799,PLASMID,
gene:plasmid:134811,PLASMID,
gene:plasmid:134816,PLASMID,
gene:plasmid:134828,IS,
gene:plasmid:134836,PLASMID,
gene:plasmid:134838,PLASMID,
gene:plasmid:134839,PLASMID,
gene:plasmid:134851,PLASMID,
gene:plasmid:134871,PLASMID,
gene:plasmid:134872,VIRUS,
gene:plasmid:134879,PLASMID,
gene:plasmid:134882,PLASMID,
gene:plasmid:134892,PLASMID,
gene:plasmid:134903,PLASMID,
gene:plasmid:134908,PLASMID,
gene:plasmid:134910,PLASMID,
gene:plasmid:134915,PLASMID,
gene:plasmid:134918,PLASMID,
gene:plasmid:134925,PLASMID,
gene:plasmid:134927,PLASMID,
gene:plasmid:134941,PLASMID,
gene:plasmid:134942,PLASMID,
gene:plasmid:134943,PLASMID,
gene:plasmid:134944,PLASMID,
gene:plasmid:134945,PLASMID,
gene:plasmid:134946,PLASMID,
gene:plasmid:134955,PLASMID,
gene:plasmid:134967,PLASMID,
gene:plasmid:134974,PLASMID,
gene:plasmid:134978,PLASMID,
gene:plasmid:134982,PLASMID,
gene:plasmid:134983,PLASMID,
gene:plasmid:134985,PLASMID,
gene:plasmid:134987,PLASMID,
gene:plasmid:134991,PLASMID,
gene:plasmid:134993,PLASMID,
gene:plasmid:134997,PLASMID,
gene:plasmid:135010,PLASMID,
gene:plasmid:135046,PLASMID,
gene:plasmid:135048,PLASMID,
gene:plasmid:135049,PLASMID,
gene:plasmid:135052,PLASMID,
gene:plasmid:135054,PLASMID,
gene:plasmid:135089,PLASMID,
gene:plasmid:135091,PLASMID,
gene:plasmid:135104,PLASMID,
gene:plasmid:135106,PLASMID,
gene:plasmid:135107,PLASMID,
gene:plasmid:135109,PLASMID,
gene:plasmid:135110,PLASMID,
gene:plasmid:135118,PLASMID,
gene:plasmid:135119,PLASMID,
gene:plasmid:135120,TE,
gene:plasmid:135139,PLASMID,
gene:plasmid:135140,PLASMID,
gene:plasmid:135144,PLASMID,
gene:plasmid:135146,PLASMID,
gene:plasmid:135147,PLASMID,
gene:plasmid:135155,PLASMID,
gene:plasmid:135160,PLASMID,
gene:plasmid:135175,PLASMID,
gene:plasmid:135193,PLASMID,
gene:plasmid:135203,PLASMID,
gene:plasmid:135209,PLASMID,
gene:plasmid:135210,PLASMID,
gene:plasmid:135211,PLASMID,
gene:plasmid:135213,PLASMID,
gene:plasmid:135216,PLASMID,
gene:plasmid:135217,PLASMID,
gene:plasmid:135220,PLASMID,
gene:plasmid:135222,PLASMID,
gene:plasmid:135223,PLASMID,
gene:plasmid:135225,PLASMID,
gene:plasmid:135230,PLASMID,
gene:plasmid:135232,PLASMID,
gene:plasmid:135234,PLASMID,
gene:plasmid:135235,PLASMID,
gene:plasmid:135237,PLASMID,
gene:plasmid:135238,PLASMID,
gene:plasmid:135239,PLASMID,
gene:plasmid:135240,PLASMID,
gene:plasmid:135241,PLASMID,
gene:plasmid:135243,PLASMID,
gene:plasmid:135246,PLASMID,
gene:plasmid:135249,PLASMID,
gene:plasmid:135256,PLASMID,
gene:plasmid:135259,PLASMID,
gene:plasmid:135264,PLASMID,
gene:plasmid:135266,PLASMID,
gene:plasmid:135269,PLASMID,
gene:plasmid:135270,PLASMID,
gene:plasmid:135271,PLASMID,
gene:plasmid:135274,PLASMID,
gene:plasmid:135277,PLASMID,
gene:plasmid:135278,PLASMID,
gene:plasmid:135280,PLASMID,
gene:plasmid:135281,PLASMID,
gene:plasmid:135282,PLASMID,
gene:plasmid:135283,PLASMID,
gene:plasmid:135285,PLASMID,
gene:plasmid:135286,PLASMID,
gene:plasmid:135287,PLASMID,
gene:plasmid:135288,PLASMID,
gene:plasmid:135292,PLASMID,
gene:plasmid:135294,PLASMID,
gene:plasmid:135298,PLASMID,
gene:plasmid:135299,PLASMID,
gene:plasmid:135300,PLASMID,
gene:plasmid:135301,PLASMID,
gene:plasmid:135302,PLASMID,
gene:plasmid:135304,PLASMID,
gene:plasmid:135309,PLASMID,
gene:plasmid:135310,PLASMID,
gene:plasmid:135311,PLASMID,
gene:plasmid:135313,PLASMID,
gene:plasmid:135314,PLASMID,
gene:plasmid:135317,PLASMID,
